,cX,cY,topoSig
265,9,12,000000000000000001000000000110000000000000000111111111000000000111001111000000000000000111000000000011100011
266,3,8,111000100000101000111000
267,4,9,000011000000111000001111000001110000
268,4,8,10000000110000001111000000010000
269,4,8,00001000000011000000111100000001
270,6,8,111110000000101111000000000111000000111100000000
271,6,8,000000111110000000101111000000000111000000111100
272,7,13,0000000000011100000000111111000000011111000000000001111000000001111111000000000011110000000
273,7,12,000000000001110000000011111100000001111100000000000111100000000111111100000000001111
274,6,14,111111000000100000000000000011000000001111000000111110000000000111000000111111000000
275,6,14,000000111111000000100000000000000011000000001111000000111110000000000111000000111111
276,5,11,0000011100000000011100000000010000011111000000111100000
277,5,13,00000111110000011110000001111100000111000000001111000000011100000
278,10,14,00001111100000000000111111101100000000001110001111000000000000000111110000000000011111111100000000001100000000000000000011111111110000000000
279,10,14,00000000000000111110000000000011111110110000000000111000111100000000000000011111000000000001111111110000000000110000000000000000001111111111
280,7,10,0001100000000011000000000000111111000000001111000000000010000000000000
281,7,11,00000000001100000000011000000000000111111000000001111000000000010000000000000
282,4,11,00000011000011110000000100001000000011110000
283,4,10,0000001100001111000000010000100000001111
284,6,8,000001000000111000000000001111000000100011000000
285,6,8,000000000001000000111000000000001111000000100011
286,5,12,111110000011110000001111100000111000000001111000000011100000
287,5,11,0000011100000000011100000000010000011111000000111100000
288,4,8,10000000110000001110000011110000
289,4,8,00001000000011000000111000001111
290,7,8,11111110000000100111100000000011100000000000001100000000
291,7,9,000000011111110000000100111100000000011100000000000001100000000
292,5,12,111110000011101000001111100000110000000010000000001000000000
293,5,12,000001111100000111010000011111000001100000000100000000010000
294,5,9,000000000100000100000000000011000001100000000
295,6,12,000000100001000000000111000000111111000000000011000000001111000000111111
296,9,14,000011100000000000001111111000000000011111110000000000000001111000000000000000111000000000111111111000000000111000000000000000
297,9,14,000000000000011100000000000001111111000000000011111110000000000000001111000000000000000111000000000111111111000000000111000000
298,10,14,11000000000000000000111111111100000000001110000000000000000011110001110000000000011111111000000000001111110011000000000000000111110000000000
299,10,14,00000000001100000000000000000011111111110000000000111000000000000000001111000111000000000001111111100000000000111111001100000000000000011111
300,8,10,10111110000000001111000000000000000011110000000000011011000000001111111100000000
301,8,10,00000000101111100000000011110000000000000000111100000000000110110000000011111111
302,9,14,111111111000000000001111111000000000111110000000000000111011111000000000011111100000000000111111110000000000000000111000000000
303,9,14,000000000111111111000000000001111111000000000111110000000000000111011111000000000011111100000000000111111110000000000000000111
304,6,12,100001000000000111000000111111000000000011000000001111000000111111000000
305,9,12,000000000111111110000000000111111111000000000110001111000000000111111111000000000000111000000000000011100011
306,5,12,111110000010000000001110000000001110000011111000001111000000
307,5,12,000001111100000100000000011100000000011100000111110000011110
308,4,10,0011000011110000000100001111000010000000
309,4,10,0000001100001111000000010000111100001000
310,7,12,111100000000001111111000000001100000000000110000000000001111100000000011111100000000
311,7,12,000000011110000000000111111100000000110000000000011000000000000111110000000001111110
312,5,11,0000010000000000000100000110000000011100000001111100000
313,5,10,00000100000000000001000001100000000111000000011111
314,4,14,01000000011100000111000001110000011100000111000001100000
315,8,12,000000001000000000000000111110000000000011111110000000001111001100000000001111110000000011100000
316,9,11,000000000111111111000000000000000010000000000111101111000000000001111000000000000100111111000000000
317,5,9,000001111000000000110000011000000001000000000
318,5,7,00000001100000000011000000111100000
319,5,6,000000011000000000110000001111
320,4,14,11110000100000001111000000110000000100000001000011110000
321,4,14,00001111000010000000111100000011000000010000000100001111
322,3,5,000110000100000
323,3,5,000110000100000
324,8,12,100000000000000011111000000000001111111000000000111100110000000000111111000000001110000000000000
325,4,14,00000100000001110000011100000111000001110000011100000110
326,7,12,000001100000001110000000000010111110000000111100000000001111100000000011111100000000
327,7,13,0000000000001100000001110000000000010111110000000111100000000001111100000000011111100000000
328,5,14,0111100000010000000001111000000110100000011110000001111000000111100000
329,5,14,0000001111000000100000000011110000001101000000111100000011110000001111
330,7,14,01111100000000010000000000000111100000000001101110000000011111100000000111111000000001111110000000
331,7,14,00000000111110000000001000000000000011110000000000110111000000001111110000000011111100000000111111
332,5,12,111000000011000000000111100000111110000000001000001111100000
333,5,12,000001110000000110000000001111000001111100000000010000011111
334,7,13,0000000100000000000001110000000000011111110000000111110100000000000111000000000111110000000
335,6,10,111111000000110000000000000001000000111000000000011100000000
336,6,10,000000111111000000110000000000000001000000111000000000011100
337,5,10,11110000000111100000111000000011111000000011100000
338,5,10,00000111100000001111000001110000000111110000000111
339,6,9,000000100000000000000100000000001110000000111111000000
340,6,12,111000000000001111000000111110000000000011000000111111000000100000000000
341,6,12,111111000000111110000000000111000000011111000000001111000000000011000000
342,6,12,000000111111000000111110000000000111000000011111000000001111000000000011
343,7,12,100000000000001110000000000011111110000000111110100000000000111000000000111110000000
344,8,12,111111000000000011110000000000000001111100000000000001100000000001111111000000000011111100000000
345,6,9,000000000011000000011000000000001110000000111111000000
346,6,8,000000000011000000011000000000001110000000111111
347,5,8,0000011110000000001100000110000000010000
348,5,10,11110000001111100000111000000001111000001011100000
349,5,11,0000011110000001111100000111000000001111000001011100000
350,9,10,111111111000000000000000010000000000111101111000000000001111000000000000100111111000000000
351,5,7,00000000110000011000000000111000000
352,5,7,00000000110000011000000000111000000
353,8,14,0000000010000000000000000001111100000000001111110000000011110011000000001111111100000000000001110000000011111110
354,6,14,111111000000111111000000111101000000111000000000100000000000110000000000111111000000
355,6,14,000000111111000000111111000000111101000000111000000000100000000000110000000000111111
356,7,12,011111100000000011111000000011110000000000111000000000000000011000000011111100000000
357,7,12,000000001111110000000001111100000001111000000000011100000000000000001100000001111110
358,8,14,1111100000000000001100000000000011111111000000000001111100000000111111100000000010000000000000000000001100000000
359,8,14,0000000011111000000000000011000000000000111111110000000000011111000000001111111000000000100000000000000000000011
360,6,13,000000111000000000000011000000110000000000011111000000111111000000000001000000
361,6,12,000000111000000000000011000000110000000000011111000000111111000000000001
362,9,14,100111111000000000000000011000000000000011111000000000000001110000000000111111111000000000111111000000000000110000000000000000
363,4,14,00000111000001110000011100000111000001000000011000000111
364,8,14,1111100000000000000111110000000011111111000000000111000000000000111111100000000011000000000000000000001100000000
365,9,12,010000000000000000111111000000000000000011110000000000110111111000000000000000011000000000000001111000000000
366,7,13,0000000001111100000001110000000000000000110000000011100000000001111110000000011111110000000
367,7,12,000000000111110000000111000000000000000011000000001110000000000111111000000001111111
368,5,11,0000011111000000000100000110110000010000000001111100000
369,5,10,00000111110000000001000001101100000100000000011111
370,7,12,000000011111100000000111100000000001110000000000011000110000000100000000000001111111
371,7,14,11000000000000100000000000001111110000000000001110000000000001100000001111111000000000011110000000
372,7,14,11100000000000111111100000000000011000000011000000000000111100000000001000000000000011111100000000
373,8,12,000000001111110000000000111100000000000000011111000000000000011000000000011111110000000000111111
374,5,12,110000000011111000000110000000111110000000001000001111100000
375,5,12,000001100000000111110000001100000001111100000000010000011111
376,7,12,111110000000001111111000000011110000000000000111100000000000001000000010111110000000
377,7,13,0000000111110000000001111111000000011110000000000000111100000000000001000000010111110000000
378,4,8,01110000110000001110000011110000
379,4,8,00000111000011000000111000001111
380,7,12,111111100000001111111000000000000110000000000111100000001100110000000001111110000000
381,7,12,000000011111110000000111111100000000000011000000000011110000000110011000000000111111
382,8,14,0000000001111111000000001100000000000000111100000000000011111011000000000000000100000000111111110000000000011111
383,7,14,00000001110000000000011111110000000000001100000001100000000000011110000000000100000000000001111110
384,6,10,000001000000111000000000100000000000000011000000110000000000
385,6,10,000000000001000000111000000000100000000000000011000000110000
386,8,14,1000000000000000000111110000000000111111000000001111001100000000111111110000000000000111000000001111111000000000
387,9,13,000000000010000000000000000111111000000000000000011110000000000110111111000000000000000011000000000000001111000000000
388,5,12,111110000010000000001111100000110000000011101000001111100000
389,5,13,00000111110000010000000001111100000110000000011101000001111100000
390,4,14,01110000011100000111000001110000010000000110000001110000
391,6,10,000000000011000000011111000000111000000000000001000000110000
392,6,12,000000111110000000111111000000101111000000111100000000111000000000110000
393,5,10,11111000001000000000111100000000011000000011100000
394,8,11,0000000000001111000000001001111100000000111111000000000011111000000000000011111000000000
395,8,10,00000000000011110000000010011111000000001111110000000000111110000000000000111110
396,5,12,111110000011111000001111100000111000000000001000000100000000
397,5,12,000001111100000111110000011111000001110000000000010000001000
398,7,12,110001000000001111111000000000001110000000011111100000001110000000000011111110000000
399,7,12,000000011000100000000111111100000000000111000000001111110000000111000000000001111111
400,6,11,000000000011000000011111000000111000000000000001000000110000000000
401,6,12,111110000000111111000000101111000000111100000000111000000000110000000000
402,5,10,00000111110000010000000001111000000000110000000111
403,6,10,000001000000111000000000110000000000000011000000011111000000
404,4,10,1111000000110000100000001111000000010000
405,4,10,0000111100000011000010000000111100000001
406,7,14,01111110000000000001100000001111111000000000011110000000000011100000001111110000000000111110000000
407,7,14,00000000111111000000000000110000000111111100000000001111000000000001110000000111111000000000011111
408,5,6,110000000010000000001110100000
409,5,7,00000110000000010000000001110100000
410,9,14,111000000000000000011111000000000000001111111000000000111111101000000000000011111000000000111110000000000000111111111000000000
411,8,14,0001111100000000000000110000000000111111000000000000111100000000000000010000000001111111000000001111100000000000
412,5,12,000001111100000000110000000001000000011100000100000000011111
413,6,13,000000111111000000100001000000110000000000000111000000111111000000000011000000
414,6,12,000000111111000000100001000000110000000000000111000000111111000000000011
415,4,9,000000010000100000001111000011000000
416,4,8,00000001000010000000111100001100
417,8,12,100000000000000011110000000000001111111100000000111000010000000000111111000000001111101100000000
418,8,12,000000001000000000000000111100000000000011111111000000001110000100000000001111110000000011111011
419,8,13,00000000001111100000000011110000000000001111110000000000011111110000000011100000000000001111100000000000
420,8,12,000000000011111000000000111100000000000011111100000000000111111100000000111000000000000011111000
421,9,14,000000000111000000000000000011111000000000000001111111000000000111111101000000000000011111000000000111110000000000000111111111
422,8,14,0000000000011111000000000000001100000000001111110000000000001111000000000000000100000000011111110000000011111000
423,6,10,111110000000000011000000000111000000010000000000111111000000
424,6,11,000000111110000000000011000000000111000000010000000000111111000000
425,7,13,0000000011111100000001100000000000000011110000000111100000000001111110000000011111000000000
426,7,12,000000001111110000000110000000000000001111000000011110000000000111111000000001111100
427,6,9,000000110000000000000111000000100011000000000001000000
428,6,8,000000110000000000000111000000100011000000000001
429,6,11,000000000001000000111000000000110000000000000011000000011111000000
430,7,9,000000001000000000000000010000000000001110000000011111110000000
431,8,14,0000000011111000000000000001111100000000111111110000000001110000000000001111111000000000110000000000000000000011
432,6,12,000000111000000000001111000000111110000000000011000000111111000000100000
433,6,11,000000111100000000100000000000110000000000000111000000000001000000
434,6,10,000000111100000000100000000000110000000000000111000000000001
435,7,11,00000000111111000000011111110000000000111100000001111000000000000111010000000
436,7,11,00000000111111000000011111110000000000111100000001111000000000000111010000000
437,6,11,000000111111000000100000000000110001000000111100000000000111000000
438,6,10,000000111111000000100000000000110001000000111100000000000111
439,7,9,000000001000000000000000010000000000001110000000011111110000000
440,9,14,000000000100111111000000000000000011000000000000011111000000000000001110000000000111111111000000000111111000000000000110000000
441,9,14,000011111000000000000001111000000000110111111000000000000000111000000000011111111000000000111111110000000000111111100000000000
442,9,14,000000000000011111000000000000001111000000000110111111000000000000000111000000000011111111000000000111111110000000000111111100
443,6,9,000000100000000000000100000000001110000000111111000000
444,6,11,000000111110000000111111000000000100000000001111000000011111000000
445,6,11,000000111110000000111111000000000100000000001111000000011111000000
